Name/Address,County,Latitude,Longitude,Mode
Center St / 150 E (EB),Utah,800006,40.29693500,Bus
Center St / 150 E (WB),Utah,800007,40.29713000,Bus
Center St / 600 W (EB),Utah,800016,40.29706900,Bus
Center St / 600 W (WB),Utah,800017,40.29725200,Bus
Center St / Orem Blvd (WB),Utah,800019,40.29726700,Bus
Center St / State St (EB),Utah,800020,40.29702700,Bus
Main St / Vineyard Loop Rd (NB),Utah,800000,40.30800700,Bus
Main St / Vineyard Loop Rd (SB),Utah,800001,40.30741800,Bus
State St / 700 E (WB),Utah,801009,40.39343300,Bus
State Hwy @ 1793 S,Utah,801033,40.14232700,Bus
Geneva Rd / 800 S (SB),Utah,830309,40.28186700,Bus
Geneva Rd @ 26 S,Utah,830310,40.29613300,Bus
Mill Rd / Geneva Rd (WB),Utah,830311,40.29742300,Bus
100 E @ 2148 N,Utah,801014,40.38698100,Bus
11000 N @ 5800 W,Utah,801020,40.43199200,Bus
11000 N @ 5799 W,Utah,801021,40.43177400,Bus
11000 N @ 6350 W,Utah,801022,40.43191900,Bus
State Hwy @ 1796 S,Utah,801032,40.14244500,Bus
Freedom Blvd / Paul Ream Ave (NB),Utah,801034,40.25261600,Bus
1600 N @ 567 E,Utah,801038,40.32668200,Bus
1600 N @ 152 E,Utah,801042,40.32655600,Bus
1600 N @ 695 E,Utah,801043,40.32631200,Bus
Express Way Lane @ 1212 E,Utah,801063,40.12271100,Bus
11000 N @ 6351 W,Utah,801023,40.43168900,Bus
State St / 800 N (SB),Utah,801066,40.31092300,Bus
800 E @ 624 S,Utah,801067,40.28545100,Bus
Hwy 198 @ 742 N,Utah,801069,40.06584200,Bus
Hwy 198 @ 741 N,Utah,801070,40.06593500,Bus
300 W / 4900 N (NB),Utah,801071,40.29919100,Bus
1200 W @ 251 S,Utah,801075,40.29197500,Bus
1200 W @ 148 N,Utah,801076,40.29959700,Bus
1200 W @ 720 N,Utah,801078,40.31102900,Bus
1200 W @ 759 N,Utah,801079,40.31124900,Bus
1200 W @ 361 N,Utah,801080,40.30352100,Bus
Orem Central Station (Bay A),Utah,830264,40.28077600,Bus
Orem Central Station (Bay E),Utah,801271,40.28054300,Bus
Provo Central Station (Bay D),Utah,801273,40.22532600,Bus
Provo Central Station (Bay B),Utah,801274,40.22535400,Bus
Provo Central Station (Bay L),Utah,801277,40.22496400,Bus
Provo Central Station (Bay M),Utah,801278,40.22493600,Bus
Provo Central Station (Bay N),Utah,801279,40.22491200,Bus
Provo Central Station (Bay C),Utah,801280,40.22532600,Bus
Lehi Station (Bay F),Utah,830055,40.42571600,Bus
Lehi Station (Bay A),Utah,830074,40.42570800,Bus
Center St / 1200 W (EB),Utah,800012,40.29708500,Bus
State St / 600 E (EB),Utah,801010,40.39351300,Bus
100 W @ 170 S,Utah,801013,40.04186800,Bus
State St / 1600 N (SB),Utah,801031,40.32518300,Bus
UVU Fulton Library (EB),Utah,801098,40.28072300,Bus
State St / Lehi Main St (EB),Utah,801128,40.38927700,Bus
State St / 100 E (EB),Utah,801129,40.39671300,Bus
Main St / Center St (WB),Utah,801144,39.97569700,Bus
Main St / 400 E (WB),Utah,801147,39.97570400,Bus
Mill Rd / Center St (EB),Utah,800010,40.29778600,Bus
1200 W @ 404 N,Utah,801077,40.30485500,Bus
800 E @ 838 N,Utah,801214,40.31246700,Bus
800 E @ 412 N,Utah,801215,40.30486400,Bus
Freedom Blvd / 500 N (SB),Utah,801244,40.24009400,Bus
Sparrowhawk Way @ 7746 N,Utah,801051,40.35864900,Bus
Harvest Hills Blvd @ 478 W,Utah,801052,40.39902400,Bus
State St / 1500 N (EB),Utah,801150,40.40589000,Bus
State St. @ 2931 S,Utah,801154,40.19909700,Bus
2600 N @ 556 W,Utah,801173,40.39209400,Bus
Mt Timpanogos Blvd @ 899 N,Utah,801175,40.39584800,Bus
Mt Timpanogos Blvd @ 898 N,Utah,801176,40.39567600,Bus
4800 W @ 10892 N,Utah,801107,40.42955400,Bus
State St / 1870 N (WB),Utah,801122,40.41140600,Bus
State St / 1870 N (EB),Utah,801123,40.41087400,Bus
State St / Pacific Dr. (NB),Utah,801126,40.38186400,Bus
State St / Lehi Main St (WB),Utah,801127,40.38917800,Bus
920 S @ 328 W,Utah,801231,40.22181200,Bus
Freedom Blvd / Cougar Blvd (SB),Utah,801241,40.25017800,Bus
1200 W @ 117 N,Utah,801095,40.29948200,Bus
State St / 300 W (WB),Utah,802016,40.40234100,Bus
State St @ 300 E (WB),Utah,805001,40.37548800,Bus
800 E @ 24 N,Utah,801217,40.29736000,Bus
1200 W @ 1222 N,Utah,801218,40.31932100,Bus
Freedom Blvd / 800 N (SB),Utah,801242,40.24392400,Bus
Freedom Blvd / 100 N (SB),Utah,801246,40.23473600,Bus
Freedom Blvd / 100 S (NB),Utah,801249,40.23275200,Bus
University Ave / 3300 N (NB),Utah,801260,40.27771700,Bus
4800 West @ 10080 N,Utah,801282,40.41588700,Bus
Wolverine Crossing (EB),Utah,801284,40.27886800,Bus
Wolverine Crossing (WB),Utah,801285,40.27900600,Bus
State St / 300 W (EB),Utah,802004,40.40190600,Bus
1600 N @ 568 E,Utah,801039,40.32651100,Bus
1200 W @ 40 S,Utah,801155,40.29645600,Bus
1200 W @ 50 S,Utah,801156,40.29632100,Bus
State St / Green Spring Way (NB),Utah,805008,40.37985700,Bus
2600 N @ 549 W,Utah,801174,40.39197700,Bus
State St / 900 W (EB),Utah,805020,40.38645500,Bus
300 S / 400 E (EB),Utah,830246,40.22959100,Bus
800 E @ 375 N,Utah,801216,40.30418500,Bus
1200 W @ 1085 N,Utah,801219,40.31704300,Bus
Geneva Rd / 400 S (SB),Utah,801220,40.28876600,Bus
Geneva Rd / 500 S (NB),Utah,801221,40.28787000,Bus
Main St / 100 W (WB),Utah,805004,40.37692300,Bus
Main St / 200 W (WB),Utah,805005,40.37694400,Bus
Main St / 300 W (WB),Utah,805006,40.37696200,Bus
Main St / Columbia Village (WB),Utah,805007,40.37703300,Bus
Main St / 300 W (EB),Utah,805058,40.37675600,Bus
Center St @ 200 W (WB),Utah,806008,40.36471900,Bus
State Rd @ 700 S (NB),Utah,807005,40.35634200,Bus
State St / 100 E (SB),Utah,807037,40.35779200,Bus
State St / 700 S (SB),Utah,807038,40.35518600,Bus
State St / 500 N (SB),Utah,807042,40.34667400,Bus
State St @ Lindon Main St. (NB),Utah,812019,40.33553500,Bus
State St @ 1400 N (NB),Utah,812015,40.32252800,Bus
State St @ 1600 N (NB),Utah,812016,40.32717000,Bus
Sandhill Rd / 1300 S (SB),Utah,816061,40.27214600,Bus
University Pkwy @ 1255 W,Utah,816071,40.27513300,Bus
Geneva Rd / 800 S (NB),Utah,816076,40.28275200,Bus
UVU Gunther Building (NB),Utah,816078,40.27932800,Bus
1200 W / 400 S (SB),Utah,816085,40.28901100,Bus
1200 W / 600 S (SB),Utah,816086,40.28644100,Bus
Main St / 2000 S (NB),Utah,816024,40.26057500,Bus
Main St / 1820 S (NB),Utah,816025,40.26368800,Bus
1430 W / Sandhill Rd (WB),Utah,816130,40.27088100,Bus
550 W / University Pkwy (SB),Utah,817015,40.26214100,Bus
1720 N / State St (EB),Utah,817034,40.25682600,Bus
State St @ 1850 N (NB),Utah,817262,40.25951600,Bus
Center St @ 1772 W,Utah,819027,40.23396300,Bus
100 N @ 500 W (EB),Utah,820184,40.23503200,Bus
State St @ 2051 S,Utah,821006,40.20543200,Bus
Main St @ 1115 N,Utah,823003,40.18154300,Bus
Main St @ 1120 N,Utah,823004,40.18195300,Bus
State St @ 2855 S,Utah,821008,40.19742500,Bus
State St @ 1444 S,Utah,821017,40.21425900,Bus
Main St. @ 1375 N,Utah,823002,40.18513600,Bus
400 N @ 101 E,Utah,823099,40.17232100,Bus
Main St @ 475 S,Utah,825003,40.10321500,Bus
State St @ 2301 S,Utah,821001,40.20220900,Bus
100 W @ 143 S,Utah,829042,40.04207100,Bus
University Place Station (EB),Utah,830065,40.27288900,Bus
Provo Airport,Utah,830184,40.21307900,Bus
State St @ 600 N (NB),Utah,812009,40.30872000,Bus
Freedom Blvd / 100 S (SB),Utah,801248,40.23201300,Bus
State St @ 700 E (WB),Utah,806013,40.37306600,Bus
South Payson P+R (Bay B),Utah,830253,40.03245400,Bus
State St / 500 W (EB),Utah,830254,40.40432500,Bus
Triumph Blvd / 3400 N (SB),Utah,830255,40.43004900,Bus
300 S / 600 E (WB),Utah,830252,40.22975100,Bus
Palisade Park P+R,Utah,830307,40.31282400,Bus
Sundance Mountain Resort,Utah,801037,40.39089800,Bus
