Name/Address,Latitude,Longitude
920 S @ 328 W,40.22181200,-111.66497900
Freedom Blvd / Cougar Blvd (SB),40.25017800,-111.66214800
1200 W @ 117 N,40.29948200,-111.72440200
State St / 300 W (WB),40.40234100,-111.85504800
State St @ 300 E (WB),40.37548800,-111.79167600
800 E @ 24 N,40.29736000,-111.67636800
1200 W @ 1222 N,40.31932100,-111.72465700
Freedom Blvd / 800 N (SB),40.24392400,-111.66223300
Freedom Blvd / 100 N (SB),40.23473600,-111.66234500
Freedom Blvd / 100 S (NB),40.23275200,-111.66211500
University Ave / 3300 N (NB),40.27771700,-111.65759100
4800 West @ 10080 N,40.41588700,-111.77336500
Wolverine Crossing (EB),40.27886800,-111.72780300
Wolverine Crossing (WB),40.27900600,-111.72798600
State St / 300 W (EB),40.40190600,-111.85493200
1600 N @ 568 E,40.32651100,-111.68255900
1200 W @ 40 S,40.29645600,-111.72343700
1200 W @ 50 S,40.29632100,-111.72367400
State St / Green Spring Way (NB),40.37985700,-111.81327200
2600 N @ 549 W,40.39197700,-111.74891900
State St / 900 W (EB),40.38645500,-111.82126700
300 S / 400 E (EB),40.22959100,-111.65123700
800 E @ 375 N,40.30418500,-111.67670300
1200 W @ 1085 N,40.31704300,-111.72467000
Geneva Rd / 400 S (SB),40.28876600,-111.73403100
Geneva Rd / 500 S (NB),40.28787000,-111.73364700
Main St / 100 W (WB),40.37692300,-111.80115100
Main St / 200 W (WB),40.37694400,-111.80420400
Main St / 300 W (WB),40.37696200,-111.80699700
Main St / Columbia Village (WB),40.37703300,-111.81021100
Main St / 300 W (EB),40.37675600,-111.80555100
Center St @ 200 W (WB),40.36471900,-111.74450300
State Rd @ 700 S (NB),40.35634200,-111.73673100
State St / 100 E (SB),40.35779200,-111.73896900
State St / 700 S (SB),40.35518600,-111.73587600
State St / 500 N (SB),40.34667400,-111.72572300
State St @ Lindon Main St. (NB),40.33553500,-111.71477100
State St @ 1400 N (NB),40.32252800,-111.70596100
State St @ 1600 N (NB),40.32717000,-111.70800300
Sandhill Rd / 1300 S (SB),40.27214600,-111.71202100
University Pkwy @ 1255 W,40.27513300,-111.72510200
Geneva Rd / 800 S (NB),40.28275200,-111.73215300
UVU Gunther Building (NB),40.27932800,-111.70861100
1200 W / 400 S (SB),40.28901100,-111.72431200
1200 W / 600 S (SB),40.28644100,-111.72425400
Main St / 2000 S (NB),40.26057500,-111.69476800
Main St / 1820 S (NB),40.26368800,-111.69483700
1430 W / Sandhill Rd (WB),40.27088100,-111.71101100
550 W / University Pkwy (SB),40.26214100,-111.66823100
1720 N / State St (EB),40.25682600,-111.67152900
State St @ 1850 N (NB),40.25951600,-111.67503500
Center St @ 1772 W,40.23396300,-111.69032600
100 N @ 500 W (EB),40.23503200,-111.66705800
State St @ 2051 S,40.20543200,-111.62677700
Main St @ 1115 N,40.18154300,-111.61081200
Main St @ 1120 N,40.18195300,-111.61046300
State St @ 2855 S,40.19742500,-111.61717700
State St @ 1444 S,40.21425900,-111.63513400
Main St. @ 1375 N,40.18513600,-111.61082900
400 N @ 101 E,40.17232100,-111.60881800
Main St @ 475 S,40.10321500,-111.65503400
State St @ 2301 S,40.20220900,-111.62207100
100 W @ 143 S,40.04207100,-111.73376300
University Place Station (EB),40.27288900,-111.67868500
Provo Airport,40.21307900,-111.71140700
State St @ 600 N (NB),40.30872000,-111.69986100
Freedom Blvd / 100 S (SB),40.23201300,-111.66234900
State St @ 700 E (WB),40.37306600,-111.78115700
South Payson P+R (Bay B),40.03245400,-111.75427800
State St / 500 W (EB),40.40432500,-111.85809800
Triumph Blvd / 3400 N (SB),40.43004900,-111.88065200
300 S / 600 E (WB),40.22975100,-111.64872900
Palisade Park P+R,40.31282400,-111.66379800
Sundance Mountain Resort,40.39089800,-111.57766100
