X,Y,fid_,stopabbr,stopname,city,county,stopabbr_j,uta_stopid,latitude,longitude,avgboard,avgalight,route,mode,zipcode,avgboard2,avgalight2
-111.890956,40.609814,"2588","154188",STATE ST @ 7782 S,Midvale,Salt Lake,"154188","154188",40.60981400,-111.89095600,"1","3","201",Bus,"84047",1.30000000,3.16000000
-111.890477,40.6161060000001,"2589","154189",State St @ 7495 S,Midvale,Salt Lake,"154189","154189",40.61610600,-111.89047700,"1","0","201",Bus,"84047",0.78000000,0.26000000
-111.889901,40.6261030000001,"2590","154194",State St @ 6895 S,Midvale,Salt Lake,"154194","154194",40.62610300,-111.88990100,"1","0","201",Bus,"84047",1.30000000,0.00000000
-111.888785,40.642754,"2593","154198",State St @ 5905 S,Murray,Salt Lake,"154198","154198",40.64275400,-111.88878500,"6","5","201",Bus,"84107",6.50000000,5.27000000
-111.888611,40.6455780000001,"2594","154199",State St @ 5775 S,Murray,Salt Lake,"154199","154199",40.64557800,-111.88861100,"3","0","201",Bus,"84107",2.86000000,0.00000000
-111.866099,40.649212,"2534","154071",900 E / 5600 S (SB),Murray,Salt Lake,"154071","154071",40.64921200,-111.86609900,"24","18","209",Bus,"84121",23.90000000,17.65000000
-111.888098,40.662536,"2600","154207",State St @ 5025 S,Murray,Salt Lake,"154207","154207",40.66253600,-111.88809800,"8","3","200",Bus,"84107",8.31000000,3.16000000
-111.888513,40.647499,"2595","154200",State St @ 5685 S,Murray,Salt Lake,"154200","154200",40.64749900,-111.88851300,"1","1","201",Bus,"84107",1.04000000,0.53000000
-111.873168,40.6321520000001,"2601","154208",Winchester St / 640 E (WB),Murray,Salt Lake,"154208","154208",40.63215200,-111.87316800,"5","2","209",Bus,"84107",5.20000000,1.58000000
-111.876805,40.632416,"2602","154209",Winchester St / 525 E (WB),Murray,Salt Lake,"154209","154209",40.63241600,-111.87680500,"2","1","209",Bus,"84107",2.34000000,1.05000000
-111.881568,40.6327860000001,"2604","154211",Winchester St / 300 E (WB),Murray,Salt Lake,"154211","154211",40.63278600,-111.88156800,"2","3","209",Bus,"84107",2.34000000,3.16000000
-111.886347,40.6329160000001,"2605","154212",Winchester/Fashion Place Mall (EB),Murray,Salt Lake,"154212","154212",40.63291600,-111.88634700,"20","44","209",Bus,"84107",20.27000000,43.98000000
-111.882355,40.6326260000001,"2606","154213",Winchester St / 300 E (EB),MURRAY,Salt Lake,"154213","154213",40.63262600,-111.88235500,"9","6","209",Bus,"84107",9.09000000,5.79000000
-111.879145,40.6324040000001,"2607","154214",Winchester St / 370 E (EB),Murray,Salt Lake,"154214","154214",40.63240400,-111.87914500,"2","1","209",Bus,"84107",2.34000000,1.05000000
-111.87249,40.6319370000001,"2609","154216",Winchester St / 700 E (EB),Murray,Salt Lake,"154216","154216",40.63193700,-111.87249000,"8","9","209",Bus,"84107",7.53000000,8.95000000
-111.916751,40.737537,"1090","125370",900 W / Riley Cir (NB),Salt Lake City,Salt Lake,"125370","125370",40.73753700,-111.91675100,"0","0","509",Bus,"84104",0.26000000,0.00000000
-111.916761,40.741116,"1091","125371",900 W / California Ave (NB),Salt Lake City,Salt Lake,"125371","125371",40.74111600,-111.91676100,"4","3","509, 513",Bus,"84104",4.42000000,3.16000000
-111.870947,40.6210510000001,"2610","154217",Fort Union Blvd @ 715 E,Midvale,Salt Lake,"154217","154217",40.62105100,-111.87094700,"3","2","72, 972",Bus,"84047",2.86000000,1.58000000
-111.874999,40.6208480000001,"2611","154218",Fort Union Blvd @ 589 E,Midvale,Salt Lake,"154218","154218",40.62084800,-111.87499900,"0","0","72",Bus,"84047",0.00000000,0.00000000
-111.877441,40.6208590000001,"2612","154219",Fort Union Blvd @ 485 E,Midvale,Salt Lake,"154219","154219",40.62085900,-111.87744100,"0","0","72",Bus,"84047",0.00000000,0.00000000
-111.879454,40.620869,"2613","154220",Fort Union Blvd @ 395 E,Midvale,Salt Lake,"154220","154220",40.62086900,-111.87945400,"1","0","72",Bus,"84047",0.78000000,0.26000000
-111.881684,40.6208810000001,"2614","154221",Fort Union Blvd @ 305 E,Midvale,Salt Lake,"154221","154221",40.62088100,-111.88168400,"4","2","72, 972",Bus,"84047",3.64000000,1.84000000
-111.884592,40.6208940000001,"2615","154222",Fort Union Blvd @ 221 E,Midvale,Salt Lake,"154222","154222",40.62089400,-111.88459200,"0","1","72",Bus,"84047",0.00000000,0.53000000
-111.885372,40.6206960000001,"2616","154227",Fort Union Blvd @ 220 E,Midvale,Salt Lake,"154227","154227",40.62069600,-111.88537200,"1","0","72",Bus,"84047",1.04000000,0.26000000
-111.882459,40.620681,"2617","154228",Fort Union Blvd @ 272 E,Midvale,Salt Lake,"154228","154228",40.62068100,-111.88245900,"3","2","72, 972",Bus,"84047",3.38000000,2.37000000
-111.879851,40.620688,"2618","154229",Fort Union Blvd @ 380 E,Midvale,Salt Lake,"154229","154229",40.62068800,-111.87985100,"2","5","72",Bus,"84047",1.56000000,4.74000000
-111.877545,40.6206780000001,"2619","154230",Fort Union Blvd @ 486 E,Midvale,Salt Lake,"154230","154230",40.62067800,-111.87754500,"1","1","72",Bus,"84047",1.04000000,1.05000000
-111.874677,40.6206310000001,"2620","154231",Fort Union Blvd @ 594 E,Midvale,Salt Lake,"154231","154231",40.62063100,-111.87467700,"0","1","72",Bus,"84047",0.26000000,0.53000000
-111.871504,40.6206480000001,"2621","154232",Fort Union Blvd @ 720 E,Midvale,Salt Lake,"154232","154232",40.62064800,-111.87150400,"4","2","72, 972",Bus,"84047",3.64000000,2.37000000
-111.865358,40.6220420000001,"2622","154233",Fort Union Blvd @ 910 E,Midvale,Salt Lake,"154233","154233",40.62204200,-111.86535800,"10","21","72, 972",Bus,"84047",9.61000000,20.54000000
-111.862088,40.6232410000001,"2623","154235",Fort Union Blvd @ 1000 E,Midvale,Salt Lake,"154235","154235",40.62324100,-111.86208800,"2","13","72",Bus,"84047",1.56000000,12.90000000
-111.858868,40.6252050000001,"2624","154236",Fort Union Blvd @ 1150 E,Cottonwood Heights,Salt Lake,"154236","154236",40.62520500,-111.85886800,"1","1","72, 972",Bus,"84047",1.04000000,1.05000000
-111.855071,40.6244390000001,"2625","154250",1300 E @ 7075 S,Cottonwood Heights,Salt Lake,"154250","154250",40.62443900,-111.85507100,"2","4","213",Bus,"84047",1.82000000,4.21000000
-111.888817,40.6479360000001,"2580","154172",State St @ 5680 S,Murray,Salt Lake,"154172","154172",40.64793600,-111.88881700,"0","0","201",Bus,"84107",0.26000000,0.26000000
-111.888934,40.645901,"2581","154173",State St @ 5760 S,Murray,Salt Lake,"154173","154173",40.64590100,-111.88893400,"1","2","201",Bus,"84107",0.52000000,1.84000000
-111.843613,40.625207,"2630","154258",Fort Union Blvd @ 1701 E,Cottonwood Heights,Salt Lake,"154258","154258",40.62520700,-111.84361300,"3","0","72",Bus,"84121",2.60000000,0.00000000
-111.843298,40.6249960000001,"2629","154255",Fort Union Blvd @ 1720 E,Cottonwood Heights,Salt Lake,"154255","154255",40.62499600,-111.84329800,"0","3","72",Bus,"84121",0.26000000,3.16000000
-111.847685,40.625594,"2632","154260",Fort Union Blvd @ 1535 E,Cottonwood Heights,Salt Lake,"154260","154260",40.62559400,-111.84768500,"0","0","72",Bus,"84121",0.26000000,0.00000000
-111.863079,40.6230620000001,"2637","154265",Fort Union Blvd @ 985 E,Midvale,Salt Lake,"154265","154265",40.62306200,-111.86307900,"7","2","72",Bus,"84047",7.27000000,1.58000000
-111.869879,40.5879380000001,"2649","154303",9000 S @ 810 E,Sandy,Salt Lake,"154303","154303",40.58793800,-111.86987900,"13","3","994",Bus,"84094",13.25000000,2.90000000
-111.86923,40.6317010000001,"2652","154316",Winchester St / 800 E (EB),Murray,Salt Lake,"154316","154316",40.63170100,-111.86923000,"3","2","209",Bus,"84107",2.86000000,1.84000000
-111.854618,40.6291570000001,"2654","154319",1300 E @ 6725 S,Cottonwood Heights,Salt Lake,"154319","154319",40.62915700,-111.85461800,"0","0","213",Bus,"84121",0.26000000,0.00000000
-111.916751,40.7446830000001,"1092","125373",900 W / Fremont Ave (NB),Salt Lake City,Salt Lake,"125373","125373",40.74468300,-111.91675100,"1","1","509, 513",Bus,"84104",1.30000000,0.79000000
-111.869141,40.631878,"2656","154322",Winchester St / 800 E (WB),Murray,Salt Lake,"154322","154322",40.63187800,-111.86914100,"2","2","209",Bus,"84107",1.82000000,2.11000000
-111.867811,40.6096440000001,"2657","154329",7800 S @ 845 E,Sandy,Salt Lake,"154329","154329",40.60964400,-111.86781100,"1","3","213",Bus,"84047",0.52000000,2.90000000
-111.879657,40.6096250000001,"2662","154334",7800 S @ 385 E,Midvale,Salt Lake,"154334","154334",40.60962500,-111.87965700,"1","2","213",Bus,"84047",0.52000000,2.37000000
-111.883201,40.6096400000001,"2663","154335",7800 S @ 225 E,Midvale,Salt Lake,"154335","154335",40.60964000,-111.88320100,"0","0","213",Bus,"84047",0.00000000,0.26000000
-111.886196,40.6096360000001,"2664","154336",7800 S @ 175 E,Midvale,Salt Lake,"154336","154336",40.60963600,-111.88619600,"0","0","213",Bus,"84047",0.00000000,0.00000000
-111.887875,40.6096380000001,"2665","154337",7800 S @ 109 E,Midvale,Salt Lake,"154337","154337",40.60963800,-111.88787500,"0","2","213",Bus,"84047",0.00000000,1.58000000
-111.888008,40.609491,"2666","154339",7800 S @ 110 E,Midvale,Salt Lake,"154339","154339",40.60949100,-111.88800800,"2","0","213",Bus,"84047",2.08000000,0.00000000
-111.886261,40.609495,"2667","154340",7800 S @ 170 E,Midvale,Salt Lake,"154340","154340",40.60949500,-111.88626100,"0","1","213",Bus,"84047",0.26000000,0.53000000
-111.882786,40.609498,"2668","154341",7800 S @ 270 E,Midvale,Salt Lake,"154341","154341",40.60949800,-111.88278600,"1","1","213",Bus,"84047",1.04000000,1.05000000
-111.878731,40.609478,"2669","154343",7800 S @ 430 E,Sandy,Salt Lake,"154343","154343",40.60947800,-111.87873100,"3","1","213",Bus,"84047",2.60000000,0.53000000
-111.876122,40.609473,"2670","154344",7800 S @ 530 E,Sandy,Salt Lake,"154344","154344",40.60947300,-111.87612200,"2","0","213",Bus,"84047",2.08000000,0.26000000
-111.870921,40.60947,"2671","154345",7800 S @ 740 E,Sandy,Salt Lake,"154345","154345",40.60947000,-111.87092100,"3","7","213",Bus,"84047",3.12000000,6.85000000
-111.862575,40.610373,"2674","154348",1000 E @ 7755 S,Midvale,Salt Lake,"154348","154348",40.61037300,-111.86257500,"1","3","213",Bus,"84047",0.78000000,3.16000000
-111.862576,40.612039,"2675","154349",1000 E @ 7665 S,Midvale,Salt Lake,"154349","154349",40.61203900,-111.86257600,"0","0","213",Bus,"84047",0.00000000,0.00000000
-111.862569,40.6140810000001,"2676","154350",1000 E @ 7555 S,Midvale,Salt Lake,"154350","154350",40.61408100,-111.86256900,"0","1","213",Bus,"84047",0.26000000,0.53000000
-111.862556,40.61654,"2677","154351",1000 E @ 7415 S,Midvale,Salt Lake,"154351","154351",40.61654000,-111.86255600,"1","3","213",Bus,"84047",1.04000000,2.63000000
-111.862364,40.617892,"2678","154352",1000 E @ 7335 S,Midvale,Salt Lake,"154352","154352",40.61789200,-111.86236400,"1","5","213",Bus,"84047",0.78000000,4.74000000
-111.855734,40.620682,"2680","154355",Union Park Ave @ 7175 S,Cottonwood Heights,Salt Lake,"154355","154355",40.62068200,-111.85573400,"8","5","213",Bus,"84047",7.53000000,4.74000000
-111.86609,40.645807,"2681","154357",900 E / 5800 S (SB),Murray,Salt Lake,"154357","154357",40.64580700,-111.86609000,"4","2","209",Bus,"84121",4.16000000,1.58000000
-111.888239,40.65297,"2598","154203",State St @ 5435 S,Murray,Salt Lake,"154203","154203",40.65297000,-111.88823900,"0","0","201",Bus,"84107",0.00000000,0.00000000
-111.851087,40.625749,"2626","154251",Fort Union Blvd @ 1410 E,Cottonwood Heights,Salt Lake,"154251","154251",40.62574900,-111.85108700,"3","1","72",Bus,"84121",2.60000000,1.05000000
-111.862707,40.612175,"2685","154365",1000 E @ 7670 S,Midvale,Salt Lake,"154365","154365",40.61217500,-111.86270700,"0","0","213",Bus,"84047",0.26000000,0.26000000
-111.862715,40.6165760000001,"2683","154363",1000 E @ 7410 S,Midvale,Salt Lake,"154363","154363",40.61657600,-111.86271500,"3","2","213",Bus,"84047",2.86000000,2.11000000
-111.862722,40.610399,"2686","154366",1000 E @ 7778 S,Midvale,Salt Lake,"154366","154366",40.61039900,-111.86272200,"4","2","213",Bus,"84047",4.16000000,2.37000000
-111.888503,40.6572090000001,"2687","154369",State St @ 5270 S,Murray,Salt Lake,"154369","154369",40.65720900,-111.88850300,"3","7","200, 201",Bus,"84107",3.38000000,7.37000000
-111.967313,40.6193720000001,"2349","152055",3200 W @ 7253 S,West Jordan,Salt Lake,"152055","152055",40.61937200,-111.96731300,"0","0",F232,Flex Bus,"84084",0.00000000,0.00000000
-111.967278,40.626271,"2350","152056",3200 W @ 6871 S,West Jordan,Salt Lake,"152056","152056",40.62627100,-111.96727800,"0","0",F232,Flex Bus,"84084",0.00000000,0.00000000
-111.949089,40.609568,"2794","171117",7800 S @ 2210 W,West Jordan,Salt Lake,"171117","171117",40.60956800,-111.94908900,"0","0",F578,Flex Bus,"84088",0.00000000,0.00000000
-111.967292,40.642791,"2355","152061",3200 W @ 5987 S,Taylorsville,Salt Lake,"152061","152061",40.64279100,-111.96729200,"0","0",F232,Flex Bus,"84129",0.00000000,0.00000000
-111.967267,40.6352610000001,"2353","152059",3200 W @ 6385 S,Taylorsville,Salt Lake,"152059","152059",40.63526100,-111.96726700,"0","0",F232,Flex Bus,"84129",0.00000000,0.00000000
-111.967282,40.6390170000001,"2354","152060",3200 W @ 6199 S,Taylorsville,Salt Lake,"152060","152060",40.63901700,-111.96728200,"0","0",F232,Flex Bus,"84129",0.00000000,0.00000000
-111.967306,40.6493330000001,"2356","152063",3200 W @ 5601 S,Taylorsville,Salt Lake,"152063","152063",40.64936100,-111.96732100,"0","0",F232,Flex Bus,"84129",0.00000000,0.00000000
-111.967359,40.6559520000001,"2358","152066",3200 W @ 5265 S,Taylorsville,Salt Lake,"152066","152066",40.65595200,-111.96735900,"0","0",F232,Flex Bus,"84129",0.00000000,0.00000000
-111.967352,40.661229,"2361","152069",3200 W @ 4961 S,Taylorsville,Salt Lake,"152069","152069",40.66122900,-111.96735200,"0","0",F232,Flex Bus,"84129",0.00000000,0.00000000
-111.942154,40.6241140000001,"2423","152209",7000 S @ 1900 W,West Jordan,Salt Lake,"152209","152209",40.62411400,-111.94215400,"0","0",F570,Flex Bus,"84084",0.00000000,0.00000000
-111.944339,40.6241240000001,"2424","152210",7000 S @ 1990 W,West Jordan,Salt Lake,"152210","152210",40.62412400,-111.94433900,"0","0",F570,Flex Bus,"84084",0.00000000,0.00000000
-111.946916,40.6241230000001,"2425","152211",7000 S @ 2130 W,West Jordan,Salt Lake,"152211","152211",40.62412300,-111.94691600,"0","0",F570,Flex Bus,"84084",0.00000000,0.00000000
-111.967446,40.635112,"2429","152217",3200 W @ 6398 S,Taylorsville,Salt Lake,"152217","152217",40.63511200,-111.96744600,"0","0",F232,Flex Bus,"84129",0.00000000,0.00000000
-111.957251,40.623975,"2433","152301",7000 S @ 2663 W,West Jordan,Salt Lake,"152301","152301",40.62397500,-111.95725100,"0","0",F570,Bus,"84084",0.00000000,0.00000000
-111.951231,40.623974,"2435","152303",7000 S @ 2345 W,West Jordan,Salt Lake,"152303","152303",40.62397400,-111.95123100,"0","0",F570,Flex Bus,"84084",0.00000000,0.00000000
-111.937751,40.6239350000001,"2513","153208",7000 S @ 1675 W,West Jordan,Salt Lake,"153208","153208",40.62393500,-111.93775100,"0","0",F570,Flex Bus,"84084",0.00000000,0.00000000
-111.967359,40.612266,"2801","171138",3200 W @ 7639 S,West Jordan,Salt Lake,"171138","171138",40.61226600,-111.96735900,"0","0",F232,Flex Bus,"84084",0.00000000,0.00000000
-111.961181,40.587878,"2809","171170",9000 S @ 2876 W,West Jordan,Salt Lake,"171170","171170",40.58787800,-111.96118100,"0","0",F590,Flex Bus,"84088",0.00000000,0.00000000
-111.963638,40.5878740000001,"2810","171171",9000 S @ 3018 W,West Jordan,Salt Lake,"171171","171171",40.58787400,-111.96363800,"0","0",F590,Flex Bus,"84088",0.00000000,0.00000000
-111.9043,40.5915350000001,"2859","172105",Sandy Pkwy / 8800 S (NB),Sandy,Salt Lake,"172105","172105",40.59153500,-111.90430000,"0","0",F202,Flex Bus,"84070",0.00000000,0.00000000
-111.896237,40.602265,"2871","172136",Monroe St @ 8230 S,Midvale,Salt Lake,"172136","172136",40.60226500,-111.89623700,"0","0",F525,Flex Bus,"84047",0.00000000,0.00000000
-111.896193,40.601053,"2872","172137",Monroe St @ 8274 S,Midvale,Salt Lake,"172137","172137",40.60105300,-111.89619300,"0","0",F525,Flex Bus,"84047",0.00000000,0.00000000
-111.896181,40.5993030000001,"2873","172138",Monroe St @ 8372 S,Midvale,Salt Lake,"172138","172138",40.59930300,-111.89618100,"0","0",F525,Flex Bus,"84047",0.00000000,0.00000000
-111.896061,40.5916050000001,"2874","172142",Monroe St @ 8754 S,Sandy,Salt Lake,"172142","172142",40.59160500,-111.89606100,"0","0",F525,Flex Bus,"84070",0.00000000,0.00000000
-111.843306,40.5803080000001,"2916","173008",9400 S @ 1710 E,Sandy,Salt Lake,"173008","173008",40.58030800,-111.84330600,"0","0",F94,Flex Bus,"84092",0.00000000,0.00000000
-111.847474,40.580524,"2917","173011",9400 S @ 1555 E,Sandy,Salt Lake,"173011","173011",40.58052400,-111.84747400,"0","0",F94,Flex Bus,"84093",0.00000000,0.00000000
-111.851677,40.580568,"2918","173012",9400 S @ 1365 E,Sandy,Salt Lake,"173012","173012",40.58056800,-111.85167700,"0","0",F94,Flex Bus,"84093",0.00000000,0.00000000
-111.916705,40.7500810000001,"1094","125376",900 W / 900 S (NB),Salt Lake City,Salt Lake,"125376","125376",40.75008100,-111.91670500,"1","0","509, 513",Bus,"84104",1.04000000,0.00000000
-111.867906,40.6219070000001,"2688","154370",Fort Union Blvd @ 844 E,Midvale,Salt Lake,"154370","154370",40.62190700,-111.86790600,"6","8","72, 972",Bus,"84047",5.98000000,7.64000000
-111.967522,40.6133530000001,"2344","152050",3200 W @ 7640 S,West Jordan,Salt Lake,"152050","152050",40.61335300,-111.96752200,"0","0",F232,Flex Bus,"84084",0.00000000,0.00000000
-111.967266,40.6288010000001,"2351","152057",3200 W @ 6735 S,West Jordan,Salt Lake,"152057","152057",40.62880100,-111.96726600,"0","0",F232,Flex Bus,"84084",0.00000000,0.00000000
-111.967321,40.617777,"2348","152054",3200 W @ 7347 S,West Jordan,Salt Lake,"152054","152054",40.61777700,-111.96732100,"0","0",F232,Flex Bus,"84084",0.00000000,0.00000000
-111.967268,40.633343,"2352","152058",3200 W @ 6505 S,Taylorsville,Salt Lake,"152058","152058",40.63334300,-111.96726800,"0","0",F232,Flex Bus,"84129",0.00000000,0.00000000
-111.865186,40.7610780000001,"1101","125452",900 E / 400 S (NB) for 900 East Stn,Salt Lake City,Salt Lake,"125452","125452",40.76107800,-111.86518600,"16","55","209",Bus,"84102",16.37000000,55.31000000
-111.824314,40.759034,"1386","127019",Chipeta Way / Tabby Ln (SB),Salt Lake City,Salt Lake,"127019","127019",40.75903400,-111.82431400,"2","1","223",Bus,"84108",1.56000000,1.05000000
-111.856989,40.6258930000001,"2689","154371",Fort Union Blvd @ 1212 E,Cottonwood Heights,Salt Lake,"154371","154371",40.62589300,-111.85698900,"0","0","72",Bus,"84047",0.26000000,0.00000000
-111.811997,40.643491,"2697","155011",Holladay Blvd @ 5930 S,Holladay,Salt Lake,"155011","155011",40.64349100,-111.81199700,"0","0","223",Bus,"84117",0.00000000,0.00000000
-111.811999,40.642101,"2698","155012",Holladay Blvd @ 6002 S,Holladay,Salt Lake,"155012","155012",40.64210100,-111.81199900,"0","0","223",Bus,"84121",0.26000000,0.00000000
-111.811997,40.641038,"2699","155013",Holladay Blvd @ 6100 S,Holladay,Salt Lake,"155013","155013",40.64103800,-111.81199700,"0","1","223",Bus,"84121",0.26000000,1.32000000
-111.825215,40.6240720000001,"2700","155025",Fort Union Blvd @ 2285 E,Cottonwood Heights,Salt Lake,"155025","155025",40.62407200,-111.82521500,"3","0","72",Bus,"84121",3.38000000,0.00000000
-111.828426,40.624081,"2701","155026",Fort Union Blvd @ 2181 E,Cottonwood Heights,Salt Lake,"155026","155026",40.62408100,-111.82842600,"1","0","72",Bus,"84121",0.78000000,0.00000000
-111.830125,40.624103,"2702","155027",Fort Union Blvd @ 2109 E,Cottonwood Heights,Salt Lake,"155027","155027",40.62410300,-111.83012500,"1","0","72",Bus,"84121",1.30000000,0.00000000
-111.906299,40.5972100000001,"2861","172107",Sandy Pkwy / 8500 S (NB),Sandy,Salt Lake,"172107","172107",40.59721000,-111.90629900,"0","0",F202,Flex Bus,"84070",0.00000000,0.00000000
-111.910417,40.6065,"2868","172120",Midvale Main St / Wasatch St (SB),Midvale,Salt Lake,"172120","172120",40.60650000,-111.91041700,"0","0",F202,Flex Bus,"84047",0.00000000,0.00000000
-111.910327,40.6018750000001,"2877","172160",Midvale Main St / Heather St (SB),Midvale,Salt Lake,"172160","172160",40.60187500,-111.91032700,"0","0",F202,Flex Bus,"84047",0.00000000,0.00000000
-111.837407,40.624606,"2704","155030",Fort Union Blvd @ 1891 E,Cottonwood Heights,Salt Lake,"155030","155030",40.62460600,-111.83740700,"2","0","72",Bus,"84121",1.82000000,0.00000000
-111.840139,40.624875,"2705","155031",Fort Union Blvd @ 1811 E,Cottonwood Heights,Salt Lake,"155031","155031",40.62487500,-111.84013900,"0","0","72",Bus,"84121",0.00000000,0.26000000
-111.840148,40.624718,"2706","155032",Fort Union Blvd @ 1810 E,Cottonwood Heights,Salt Lake,"155032","155032",40.62471800,-111.84014800,"0","0","72",Bus,"84121",0.00000000,0.00000000
-111.834511,40.620125,"2709","155036",Highland Dr @ 7220 S,Cottonwood Heights,Salt Lake,"155036","155036",40.62012500,-111.83451100,"0","2","220",Bus,"84121",0.00000000,2.37000000
-111.833855,40.6150640000001,"2710","155038",Highland Dr. @ 7420 S,Cottonwood Heights,Salt Lake,"155038","155038",40.61506400,-111.83385500,"1","3","220",Bus,"84121",0.52000000,3.42000000
-111.833589,40.615284,"2711","155039",Highland Dr @ 7411 S,Cottonwood Heights,Salt Lake,"155039","155039",40.61528400,-111.83358900,"5","1","220",Bus,"84121",4.94000000,0.79000000
-111.811827,40.639415,"2712","155057",Holladay Blvd @ 6175 S,Holladay,Salt Lake,"155057","155057",40.63941500,-111.81182700,"1","0","223",Bus,"84121",1.04000000,0.00000000
-111.811843,40.641017,"2713","155058",Holladay Blvd @ 5997 S,Holladay,Salt Lake,"155058","155058",40.64101700,-111.81184300,"0","0","223",Bus,"84121",0.00000000,0.00000000
-111.811862,40.6476230000001,"2715","155062",Holladay Blvd @ 5701 S,Holladay,Salt Lake,"155062","155062",40.64762300,-111.81186200,"0","0","223",Bus,"84121",0.00000000,0.00000000
-111.811848,40.649953,"2716","155063",Holladay Blvd @ 5571 S,Holladay,Salt Lake,"155063","155063",40.64995300,-111.81184800,"0","0","223",Bus,"84117",0.00000000,0.00000000
-111.812495,40.651801,"2717","155064",Holladay Blvd @ 5451 S,Holladay,Salt Lake,"155064","155064",40.65180100,-111.81249500,"0","0","223",Bus,"84117",0.26000000,0.00000000
-111.967333,40.6596670000001,"2360","152068",3200 W @ 5085 S,Taylorsville,Salt Lake,"152068","152068",40.65954500,-111.96736700,"0","0",F232,Flex Bus,"84129",0.00000000,0.00000000
-111.9135,40.610556,"2520","153220",Midvale Center St / Holden St (WB),Midvale,Salt Lake,"153220","153220",40.61061100,-111.91234900,"0","0","F570, F578",Flex Bus,"84047",0.00000000,0.00000000
-111.945194,40.609361,"2803","171143",7800 S @ 2011 W,West Jordan,Salt Lake,"171143","171143",40.60937900,-111.94509100,"0","0",F578,Flex Bus,"84088",0.00000000,0.00000000
-111.966434,40.5878670000001,"2811","171172",9000 S @ 3160 W,West Jordan,Salt Lake,"171172","171172",40.58786700,-111.96643400,"0","0",F590,Flex Bus,"84088",0.00000000,0.00000000
-111.950257,41.044271,"5","101009",Main St @ 573 N,Kaysville,Davis,"101009","101009",41.04427100,-111.95025700,"2","7","470",Bus,"84037",2.08000000,6.85000000
-111.916932,40.760322,"1103","125457",900 W / 400 S (SB),Salt Lake City,Salt Lake,"125457","125457",40.76032200,-111.91693200,"9","4","509, 513",Bus,"84104",9.35000000,4.48000000
-111.876017,40.7604880000001,"1105","126004",400 S / 500 E (EB),Salt Lake City,Salt Lake,"126004","126004",40.76048800,-111.87601700,"10","17","4, 455",Bus,"84102",9.87000000,16.59000000
-111.859302,40.7586450000001,"1112","126057",500 S @ 1115 E,Salt Lake City,Salt Lake,"126057","126057",40.75864500,-111.85930200,"5","2","4, 455",Bus,"84102",5.20000000,2.11000000
-111.813597,40.6535410000001,"2718","155065",Holladay Blvd @ 5385 S,Holladay,Salt Lake,"155065","155065",40.65354100,-111.81359700,"0","1","223",Bus,"84117",0.00000000,0.79000000
-111.815359,40.6555070000001,"2719","155066",Holladay Blvd @ 5277 S,Holladay,Salt Lake,"155066","155066",40.65550700,-111.81535900,"0","0","223",Bus,"84117",0.00000000,0.00000000
-111.819075,40.6612880000001,"2720","155068",Holladay Blvd @ 4963 S,Holladay,Salt Lake,"155068","155068",40.66128800,-111.81907500,"0","0","223",Bus,"84117",0.26000000,0.00000000
-111.867779,40.6094670000001,"2672","154346",7800 S @ 836 E,Sandy,Salt Lake,"154346","154346",40.60946700,-111.86777900,"3","0","213",Bus,"84047",2.86000000,0.00000000
-111.864316,40.6094890000001,"2673","154347",7800 S @ 948 E,Sandy,Salt Lake,"154347","154347",40.60948900,-111.86431600,"0","4","213",Bus,"84094",0.00000000,3.95000000
-111.825928,40.6239120000001,"2726","155076",Fort Union Blvd @ 2258 E,Cottonwood Heights,Salt Lake,"155076","155076",40.62391200,-111.82592800,"1","2","72",Bus,"84121",0.52000000,1.84000000
-111.834423,40.623316,"2708","155034",Highland Dr @ 7050 S,Cottonwood Heights,Salt Lake,"155034","155034",40.62331600,-111.83442300,"6","12","220",Bus,"84121",6.50000000,12.11000000
-111.823248,40.623902,"2727","155077",Fort Union Blvd @ 2344 E,Cottonwood Heights,Salt Lake,"155077","155077",40.62390200,-111.82324800,"3","6","72, 972",Bus,"84121",3.12000000,5.79000000
-111.820745,40.623881,"2728","155078",Fort Union Blvd @ 2474 E,Cottonwood Heights,Salt Lake,"155078","155078",40.62388100,-111.82074500,"0","2","72",Bus,"84121",0.00000000,1.84000000
-111.816178,40.6240460000001,"2729","155093",Fort Union Blvd @ 2691 E,Cottonwood Heights,Salt Lake,"155093","155093",40.62404600,-111.81617800,"1","2","72, 972",Bus,"84121",0.52000000,1.84000000
-111.820335,40.624036,"2730","155094",Fort Union Blvd @ 2477 E,Cottonwood Heights,Salt Lake,"155094","155094",40.62403600,-111.82033500,"1","0","72",Bus,"84121",1.30000000,0.00000000
-111.834903,40.643714,"2732","155101",Highland Dr @ 5911 S,Holladay,Salt Lake,"155101","155101",40.64371400,-111.83490300,"3","2","220",Bus,"84121",3.38000000,1.58000000
-111.834873,40.6473510000001,"2733","155103",Highland Dr @ 5719 S,Holladay,Salt Lake,"155103","155103",40.64735100,-111.83487300,"0","0","220",Bus,"84121",0.00000000,0.00000000
-111.834857,40.649801,"2734","155104",Highland Dr @ 5571 S,Holladay,Salt Lake,"155104","155104",40.64980100,-111.83485700,"1","0","220",Bus,"84117",1.30000000,0.00000000
