X,Y,fid_,stopabbr,stopname,city,county,stopabbr_j,uta_stopid,latitude,longitude,avgboard,avgalight,route,mode,zipcode,avgboard2,avgalight2
-111.854371,40.7498810000001,"169","101303",900 S / 1300 E (WB),Salt Lake City,Salt Lake,"101303","101303",40.74988100,-111.85437100,"11","7","9",Bus,"84102",10.65000000,6.85000000
-111.818319,40.573207,"195","101369",9800 S @ 2567 E,Sandy,Salt Lake,"101369","101369",40.57320700,-111.81831900,"0","0",F94,Flex Bus,"84092",0.00000000,0.00000000
-111.974571,41.078921,"4","101007",Layton Hills Mall,Layton,Davis,"101007","101007",41.07892100,-111.97457100,"118","117","472, 627, 628, 640, 677",Bus,"84041",117.70000000,117.19000000
-111.872325,40.882305,"712","109213",Orchard Dr @ 655 S,Bountiful,Davis,"109213","109213",40.88230500,-111.87232500,"1","3","455",Bus,"84010",1.21000000,2.71000000
-111.868001,40.8865230000001,"651","109025",Medical Dr @ 630 E,Bountiful,Davis,"109025","109025",40.88652300,-111.86800100,"11","7","455",Bus,"84010",11.16000000,6.92000000
-111.953267,40.7332280000001,"974","124049",1700 S / Fremont Dr (WB),Salt Lake City,Salt Lake,"124049","124049",40.73322800,-111.95326700,"1","0","509",Bus,"84104",1.04000000,0.26000000
-112.019337,40.6364510000001,"260","101517",Balsa Ave @ 5380 W,West Jordan,Salt Lake,"101517","101517",40.63645100,-112.01933700,"0","1","62",Bus,"84081",0.00000000,0.53000000
-111.872461,40.883951,"723","109232",Orchard Dr @ 530 S,Bountiful,Davis,"109232","109232",40.88395100,-111.87246100,"1","0","455",Bus,"84010",0.71000000,0.29000000
-111.944341,40.733231,"983","124058",1700 S / Industrial Rd (WB),Salt Lake City,Salt Lake,"124058","124058",40.73323100,-111.94434100,"1","2","509",Bus,"84104",0.52000000,1.58000000
-111.826641,40.687013,"312","101685",3900 S @ 2232 E (LDS Church P&R Lot,Holladay,Salt Lake,"101685","101685",40.68701300,-111.82664100,"0","1","39",Bus,"84124",0.26000000,0.53000000
-111.833871,40.583135,"318","101707",Highland Dr @ 9265 S,Sandy,Salt Lake,"101707","101707",40.58313500,-111.83387100,"3","0","220, F94",Bus,"84093",3.38000000,0.00000000
-111.973826,40.7111110000001,"332","101752",Parkway Blvd @ 3501 W,West Valley City,Salt Lake,"101752","101752",40.71111100,-111.97382600,"0","0","513",Bus,"84119",0.50000000,0.14000000
-111.865735,40.7335810000001,"85","101155",1700 S @ 881 E,Salt Lake City,Salt Lake,"101155","101155",40.73358100,-111.86573500,"6","11","17",Bus,"84105",5.97000000,10.98000000
-112.017564,40.623945,"100","101192",7000 S @ 5305 W,West Jordan,Salt Lake,"101192","101192",40.62394500,-112.01756400,"1","1","62",Bus,"84081",0.52000000,0.53000000
-111.938826,40.716735,"178","101335",Redwood Rd @ 2499 S,West Valley City,Salt Lake,"101335","101335",40.71673500,-111.93882600,"15","32","217",Bus,"84119",15.07000000,31.87000000
-111.904654,41.0049010000001,"575","105012",Main St @ 1475 N,Farmington,Davis,"105012","105012",41.00490100,-111.90465400,"1","1","455, 470",Bus,"84025",0.52000000,0.53000000
-111.923801,40.7198970000001,"5201",TX101738,RIVER TRAIL STATION,West Valley City,Salt Lake,TX101738,"101738",40.71989700,-111.92380100,"105","109",Green Line,TRAX,"84119",105.28527928,108.59457870
-111.948675,40.7050350000001,"5205",TX101742,Decker Lake Station,West Valley City,Salt Lake,TX101742,"101742",40.70503500,-111.94867500,"196","214",Green Line,TRAX,"84119",196.42035838,213.64986386
-111.914486,40.7715020000001,"5211",TX101993,Jackson/Euclid Station,Salt Lake City,Salt Lake,TX101993,"101993",40.77150200,-111.91448600,"650","643",Green Line,TRAX,"84116",649.93801114,643.25542591
-111.917453,40.6310730000001,"202","101376",Winchester St @ 1014 W,Murray,Salt Lake,"101376","101376",40.63107300,-111.91745300,"0","1","62",Bus,"84123",0.00000000,0.53000000
-111.899738,40.749171,"343","101777",300 W / 900 S (SB),Salt Lake City,Salt Lake,"101777","101777",40.74917100,-111.89973800,"4","6","9",Bus,"84101",3.90000000,5.53000000
-111.907648,41.0079240000001,"576","105014",Main St @ 1710 N,Farmington,Davis,"105014","105014",41.00792400,-111.90764800,"0","0","455, 470",Bus,"84025",0.26000000,0.00000000
-111.909156,41.010006,"577","105015",Main St @ 1798 N,Farmington,Davis,"105015","105015",41.01000600,-111.90915600,"0","0","455, 470",Bus,"84025",0.26000000,0.00000000
-111.918419,41.016507,"557","104050",Main St @ 1041 S,Kaysville,Davis,"104050","104050",41.01650700,-111.91841900,"2","0","470",Bus,"84037",1.56000000,0.26000000
-111.928046,41.0244260000001,"558","104053",Main St @ 627 S,Kaysville,Davis,"104053","104053",41.02442600,-111.92804600,"1","0","470",Bus,"84037",0.52000000,0.26000000
-111.933512,41.029206,"560","104055",Main St @ 325 S,Kaysville,Davis,"104055","104055",41.02920600,-111.93351200,"2","3","470, 627",Bus,"84037",1.56000000,2.90000000
-111.935656,41.031034,"561","104056",Main St @ 211 S,Kaysville,Davis,"104056","104056",41.03103400,-111.93565600,"10","9","470, 627",Bus,"84037",10.39000000,8.95000000
-111.92241,41.019464,"564","104061",Main St. @ 940 S.,Kaysville,Davis,"104061","104061",41.01946400,-111.92241000,"0","1","470",Bus,"84037",0.00000000,0.53000000
-111.874384,40.929067,"605","107027",Chase Ln @ 390 E,Centerville,Davis,"107027","107027",40.92906700,-111.87438400,"0","0","455",Bus,"84014",0.36000000,0.07000000
-111.873989,40.9289610000001,"606","107028",400 E @ 990 N,Centerville,Davis,"107028","107028",40.92896100,-111.87398900,"0","1","455",Bus,"84014",0.00000000,1.36000000
-111.875811,40.9291610000001,"607","107029",Chase Ln @ 230 E,Centerville,Davis,"107029","107029",40.92916100,-111.87581100,"1","2","455",Bus,"84014",1.00000000,1.50000000
-111.878871,40.9318910000001,"609","107031",Main St @ 1198 N   (Centerville),Centerville,Davis,"107031","107031",40.93189100,-111.87887100,"1","0","455, 470",Bus,"84014",0.52000000,0.26000000
-111.881304,40.9462350000001,"615","107046",Main St @ 1970 N,Centerville,Davis,"107046","107046",40.94623500,-111.88130400,"2","1","455, 470",Bus,"84014",1.56000000,0.79000000
-111.92017,40.7825100000001,"493","102124",600 N / 1000 W (WB),Salt Lake City,Salt Lake,"102124","102124",40.78251000,-111.92017000,"2","5","205",Bus,"84116",1.56000000,5.27000000
-111.883254,40.965581,"620","107054",200 E @ 911 S,Farmington,Davis,"107054","107054",40.96558100,-111.88325400,"0","0","455, 470",Bus,"84025",0.00000000,0.00000000
-111.883283,40.9672440000001,"621","107055",200 E @ 811 S,Farmington,Davis,"107055","107055",40.96724400,-111.88328300,"0","0","455, 470",Bus,"84025",0.00000000,0.00000000
-111.883252,40.9688610000001,"622","107056",200 E @ 681 S,Farmington,Davis,"107056","107056",40.96886100,-111.88325200,"0","0","455, 470",Bus,"84025",0.00000000,0.26000000
-111.883223,40.9708690000001,"623","107057",200 E @ 551 S,Farmington,Davis,"107057","107057",40.97086900,-111.88322300,"0","1","455, 470",Bus,"84025",0.00000000,1.32000000
-111.883195,40.972763,"624","107058",200 E @ 461 S,Farmington,Davis,"107058","107058",40.97276300,-111.88319500,"0","1","455, 470",Bus,"84025",0.26000000,0.53000000
-111.883169,40.9743790000001,"625","107059",200 E @ 355 S,Farmington,Davis,"107059","107059",40.97437900,-111.88316900,"0","0","455, 470",Bus,"84025",0.00000000,0.00000000
-111.883202,40.976012,"626","107060",200 E @ 221 S,Farmington,Davis,"107060","107060",40.97601200,-111.88320200,"0","0","455, 470",Bus,"84025",0.00000000,0.26000000
-111.883191,40.977513,"627","107061",200 E @ 185 S,Farmington,Davis,"107061","107061",40.97751300,-111.88319100,"0","0","455, 470",Bus,"84025",0.00000000,0.00000000
-111.883303,40.978641,"628","107062",200 E @ 111 S,Farmington,Davis,"107062","107062",40.97864100,-111.88330300,"0","1","455, 470",Bus,"84025",0.00000000,1.32000000
-111.946824,41.063365,"27","101038",Fairfield Rd @ 221 N,Layton,Davis,"101038","101038",41.06336500,-111.94682400,"1","2","627",Bus,"84041",0.78000000,1.58000000
-111.948673,41.0656480000001,"28","101039",Fairfield Rd @ 340 N,Layton,Davis,"101039","101039",41.06564800,-111.94867300,"0","0","627",Bus,"84041",0.00000000,0.00000000
-111.878624,40.929151,"608","107030",Chase Ln @ 30 E   (Centerville),Centerville,Davis,"107030","107030",40.92915100,-111.87862400,"1","1","455",Bus,"84014",0.85000000,0.78000000
-111.878853,40.9333540000001,"610","107032",Main St @ 1300 N,Centerville,Davis,"107032","107032",40.93335400,-111.87885300,"0","0","455, 470",Bus,"84014",0.00000000,0.00000000
-111.878873,40.935638,"611","107040",Main St @ 1390 N,Centerville,Davis,"107040","107040",40.93563800,-111.87887300,"0","0","455, 470",Bus,"84014",0.00000000,0.26000000
-112.005571,40.641827,"409","101959",Cougar Ln @ 6016 S,Kearns,Salt Lake,"101959","101959",40.64182700,-112.00557100,"1","4","248",Bus,"84118",1.07000000,3.92000000
-111.853353,40.7252550000001,"206","101383",2100 S / 1300 E (EB),Salt Lake City,Salt Lake,"101383","101383",40.72525500,-111.85335300,"39","30","21",Bus,"84105",38.71000000,29.76000000
-111.993806,40.710966,"241","101474",Lake Park Blvd @ 4256 W,West Valley City,Salt Lake,"101474","101474",40.71096600,-111.99380600,"0","0","513",Bus,"84120",0.00000000,0.00000000
-111.879734,40.9403140000001,"612","107043",Main St @ 1590 N,Centerville,Davis,"107043","107043",40.94031400,-111.87973400,"0","0","455, 470",Bus,"84014",0.00000000,0.00000000
-111.880049,40.9419770000001,"613","107044",Main St @ 1690 N,Centerville,Davis,"107044","107044",40.94197700,-111.88004900,"0","1","455, 470",Bus,"84014",0.26000000,0.53000000
-111.880512,40.9435310000001,"614","107045",Main St @ 1806 N,Centerville,Davis,"107045","107045",40.94353100,-111.88051200,"0","1","455, 470",Bus,"84014",0.00000000,0.79000000
-111.890061,40.9805940000001,"629","107064",State Street @ 114 W,Farmington,Davis,"107064","107064",40.98059400,-111.89006100,"0","0","455, 470, 667",Bus,"84025",0.00000000,0.00000000
-111.892397,40.9805920000001,"630","107065",State Street @ 222 W,Farmington,Davis,"107065","107065",40.98059200,-111.89239700,"0","0","455, 470, 667",Bus,"84025",0.00000000,0.00000000
-111.889366,40.9804070000001,"631","107066",State St @ 95 W,Farmington,Davis,"107066","107066",40.98040700,-111.88936600,"0","2","455, 470",Bus,"84025",0.36000000,1.50000000
-111.879009,40.9371320000001,"634","107089",Main St @ 1440 N,Centerville,Davis,"107089","107089",40.93713200,-111.87900900,"0","1","455, 470",Bus,"84014",0.00000000,0.79000000
-111.872351,40.9238920000001,"636","109002",400 E @ 585 N,Centerville,Davis,"109002","109002",40.92389200,-111.87235100,"1","0","455",Bus,"84014",1.35000000,0.14000000
-111.872367,40.921093,"637","109003",400 E @ 347 N,Centerville,Davis,"109003","109003",40.92109300,-111.87236700,"2","3","455",Bus,"84014",1.71000000,3.07000000
-111.872384,40.9195970000001,"638","109004",400 E @ 255 N,Centerville,Davis,"109004","109004",40.91959700,-111.87238400,"3","0","455",Bus,"84014",3.06000000,0.07000000
-111.872428,40.916391,"639","109006",400 E @ 90 S,Centerville,Davis,"109006","109006",40.91639100,-111.87242800,"1","1","455",Bus,"84014",0.92000000,1.07000000
-111.872451,40.9132090000001,"640","109008",400 E @ 390 S,Centerville,Davis,"109008","109008",40.91320900,-111.87245100,"1","0","455",Bus,"84014",1.28000000,0.21000000
-111.872482,40.9094250000001,"641","109010",400 E @ 710 S,Centerville,Davis,"109010","109010",40.90942500,-111.87248200,"1","0","455",Bus,"84014",0.85000000,0.29000000
-111.976701,41.070887,"55","101097",Main St @ 688 N    (Layton),Layton,Davis,"101097","101097",41.07088700,-111.97670100,"40","31","470, 628",Bus,"84041",39.75000000,30.81000000
-111.983418,41.076805,"57","101099",Main St @ 1130 N   (Layton),Layton,Davis,"101099","101099",41.07680500,-111.98341800,"4","0","470",Bus,"84041",4.16000000,0.00000000
-111.994694,41.083653,"60","101102",Main St @ 1580 N,Layton,Davis,"101102","101102",41.08365300,-111.99469400,"7","7","470",Bus,"84041",7.01000000,7.11000000
-111.876887,40.7502950000001,"244","101479",500 E / 900 S (SB),Salt Lake City,Salt Lake,"101479","101479",40.75029500,-111.87688700,"8","12","205",Bus,"84102",7.53000000,12.38000000
-111.858303,40.525271,"266","101528",Draper Town Center Station (Bay B),Draper,Salt Lake,"101528","101528",40.52527100,-111.85830300,"0","10","871",Bus,"84020",0.26000000,10.01000000
-111.888122,40.6600920000001,"155","101277",State St @ 5131 S,Murray,Salt Lake,"101277","101277",40.66009200,-111.88812200,"12","7","200, 201",Bus,"84107",11.95000000,7.37000000
-111.842817,40.7586930000001,"156","101279",500 S / VA Hospital (WB),Salt Lake City,Salt Lake,"101279","101279",40.75869300,-111.84281700,"1","4","4",Bus,"84112",1.30000000,4.21000000
-111.879054,40.928684,"633","107087",Main St @ 975 N,Centerville,Davis,"107087","107087",40.92868400,-111.87905400,"1","1","470",Bus,"84014",0.52000000,0.53000000
-111.872487,40.9044010000001,"644","109013",400 E @ 1405 N,Bountiful,Davis,"109013","109013",40.90440100,-111.87248700,"4","2","455",Bus,"84010",4.41000000,1.85000000
-111.872489,40.902877,"645","109014",400 E @ 1305 N,Bountiful,Davis,"109014","109014",40.90287700,-111.87248900,"1","0","455",Bus,"84010",1.35000000,0.50000000
-111.872478,40.897051,"647","109018",400 E @ 675 N,Bountiful,Davis,"109018","109018",40.89705100,-111.87247800,"1","0","455",Bus,"84010",0.64000000,0.29000000
-111.872471,40.8912710000001,"648","109021",400 E @ 155 N,Bountiful,Davis,"109021","109021",40.89127100,-111.87247100,"7","3","455",Bus,"84010",6.76000000,3.00000000
-111.872456,40.8890470000001,"649","109022",400 E @ 56 S,Bountiful,Davis,"109022","109022",40.88904700,-111.87245600,"0","0","455",Bus,"84010",0.28000000,0.07000000
-111.95419,40.6893170000001,"422","101978",3800 S @ 2511 W,West Valley City,Salt Lake,"101978","101978",40.68931700,-111.95419000,"5","1","39",Bus,"84119",4.94000000,0.79000000
-111.926924,40.725832,"466","102094",2100 S @ 1235 W,Salt Lake City,Salt Lake,"102094","102094",40.72583200,-111.92692400,"1","0","509",Bus,"84119",1.04000000,0.00000000
-111.871989,40.8872690000001,"650","109024",Medical Dr @ 450 E,Bountiful,Davis,"109024","109024",40.88726900,-111.87198900,"1","1","455",Bus,"84010",1.49000000,1.14000000
-111.872278,40.889375,"652","109028",400 E @ 55 S,Bountiful,Davis,"109028","109028",40.88937500,-111.87227800,"1","2","455",Bus,"84010",1.07000000,2.07000000
-111.872274,40.892434,"653","109029",400 E @ 296 N,Bountiful,Davis,"109029","109029",40.89243400,-111.87227400,"1","4","455",Bus,"84010",1.28000000,4.42000000
-111.872299,40.899821,"655","109034",400 E @ 1030 N,Bountiful,Davis,"109034","109034",40.89982100,-111.87229900,"2","2","455",Bus,"84010",1.71000000,2.35000000
-111.959494,41.06019,"50","101088",Gentile St @ 357 E    (Layton),Layton,Davis,"101088","101088",41.06019000,-111.95949400,"17","8","470, 628",Bus,"84041",16.63000000,8.16000000
-111.867351,40.8851950000001,"669","109098",Medical Dr @ 425 S,Bountiful,Davis,"109098","109098",40.88519500,-111.86735100,"1","7","455",Bus,"84010",0.64000000,7.06000000
-111.872136,40.8874010000001,"671","109100",Medical Dr @ 401 E,Bountiful,Davis,"109100","109100",40.88740100,-111.87213600,"0","0","455",Bus,"84010",0.28000000,0.29000000
-111.868271,40.886805,"670","109099",Medical Dr @ 655 E,Bountiful,Davis,"109099","109099",40.88680500,-111.86827100,"4","5","455",Bus,"84010",4.34000000,4.99000000
-111.879113,40.9187610000001,"672","109113",Main St @ 167 N,Centerville,Davis,"109113","109113",40.91876100,-111.87911300,"2","2","470",Bus,"84014",1.82000000,2.11000000
-111.865464,40.766741,"157","101285",900 E / 100 S (SB),Salt Lake City,Salt Lake,"101285","101285",40.76674100,-111.86546400,"9","3","209",Bus,"84102",8.83000000,3.16000000
-111.957801,40.6763320000001,"348","101782",2700 W @ 4345 S,Taylorsville,Salt Lake,"101782","101782",40.67633200,-111.95780100,"15","5","227",Bus,"84119",15.43000000,4.92000000
-111.986497,40.599431,"286","101636",4000 W @ 8330 S,West Jordan,Salt Lake,"101636","101636",40.59943100,-111.98649700,"0","0","240",Bus,"84088",0.00000000,0.26000000
-111.898217,40.9983760000001,"548","104023",Main St @ 1060 N,Farmington,Davis,"104023","104023",40.99837600,-111.89821700,"0","0","455, 470",Bus,"84025",0.00000000,0.00000000
-111.879132,40.9128260000001,"675","109116",Main St @ 402 S   (Centerville),Centerville,Davis,"109116","109116",40.91282600,-111.87913200,"2","1","470",Bus,"84014",1.82000000,0.53000000
-111.879127,40.907929,"676","109117",Main St @ 876 S    (Centerville),Centerville,Davis,"109117","109117",40.90792900,-111.87912700,"1","2","470",Bus,"84014",0.78000000,1.58000000
-111.879087,40.904164,"677","109118",Main St @ 1469 N    (Bountiful),Bountiful,Davis,"109118","109118",40.90416400,-111.87908700,"11","1","470",Bus,"84010",11.17000000,1.05000000
-111.879131,40.906057,"678","109119",Main St @ 1550 N   (Bountiful),Bountiful,Davis,"109119","109119",40.90605700,-111.87913100,"10","9","470",Bus,"84010",10.39000000,9.48000000
-111.87908,40.9009740000001,"679","109121",Main St @ 1101 N,Bountiful,Davis,"109121","109121",40.90097400,-111.87908000,"3","3","470",Bus,"84010",2.60000000,2.63000000
-111.879047,40.8979220000001,"680","109123",Main St @ 801 N,Bountiful,Davis,"109123","109123",40.89792200,-111.87904700,"4","3","470",Bus,"84010",4.42000000,3.42000000
-111.880791,40.8864810000001,"684","109127",Main St @ 298 S,Bountiful,Davis,"109127","109127",40.88648100,-111.88079100,"3","1","470",Bus,"84010",2.86000000,1.05000000
-111.881084,40.8805330000001,"687","109130",Main St @ 846 S,Bountiful,Davis,"109130","109130",40.88053300,-111.88108400,"0","0","470",Bus,"84010",0.26000000,0.26000000
-111.881985,40.879442,"688","109131",Main St @ 960 S,Bountiful,Davis,"109131","109131",40.87944200,-111.88198500,"1","0","470",Bus,"84010",0.52000000,0.00000000
-111.883721,40.8772950000001,"689","109132",Main St @ 1240 S    (Bountiful),Bountiful,Davis,"109132","109132",40.87729500,-111.88372100,"3","3","470",Bus,"84010",2.86000000,2.63000000
-111.884696,40.876137,"690","109133",Main St @ 1398 S,Bountiful,Davis,"109133","109133",40.87613700,-111.88469600,"5","1","470",Bus,"84010",4.68000000,1.32000000
-111.881829,40.879417,"692","109166",Main St @ 999 S,Bountiful,Davis,"109166","109166",40.87941700,-111.88182900,"2","1","470",Bus,"84010",1.56000000,1.32000000
-111.880692,40.880903,"693","109167",Main St @ 751 S,Bountiful,Davis,"109167","109167",40.88090300,-111.88069200,"2","1","470",Bus,"84010",1.56000000,1.32000000
-111.92531,40.79116,"479","102110",1000 N / 1200 W (WB),Salt Lake City,Salt Lake,"102110","102110",40.79116000,-111.92531000,"3","4","1",Bus,"84116",2.60000000,4.48000000
-111.91698,40.7733400000001,"490","102121",900 W / 200 N (SB),Salt Lake City,Salt Lake,"102121","102121",40.77334000,-111.91698000,"3","10","1",Bus,"84116",2.86000000,9.74000000
-111.880591,40.8822020000001,"694","109168",Main St @ 601 S,Bountiful,Davis,"109168","109168",40.88220200,-111.88059100,"3","7","470",Bus,"84010",3.12000000,6.85000000
-111.880582,40.884576,"695","109169",Main St. @ 459 S (Bountiful),Bountiful,Davis,"109169","109169",40.88457600,-111.88058200,"12","9","470",Bus,"84010",12.47000000,9.48000000
-111.880592,40.886125,"696","109170",Main St @ 311 S,Bountiful,Davis,"109170","109170",40.88612500,-111.88059200,"2","3","470",Bus,"84010",1.82000000,2.90000000
-111.880624,40.8927130000001,"698","109172",Main St @ 302 N,Bountiful,Davis,"109172","109172",40.89271300,-111.88062400,"6","10","470",Bus,"84010",5.98000000,10.27000000
-111.878923,40.904186,"701","109178",Main St @ 1472 N,Bountiful,Davis,"109178","109178",40.90418600,-111.87892300,"1","3","470",Bus,"84010",0.52000000,2.63000000
-111.878925,40.9056160000001,"702","109179",Main St @ 1083 S  (Centerville),Bountiful,Davis,"109179","109179",40.90561600,-111.87892500,"12","17","470",Bus,"84010",11.95000000,17.12000000
-111.842451,40.772482,"944","118159",North Campus / Federal Heights (WB),Salt Lake City,Salt Lake,"118159","118159",40.77248200,-111.84245100,"12","15","1, 17, 2, 21, 213, 223, 9, F11",Bus,"84103",11.69000000,14.75000000
-111.927397,40.7405410000001,"1031","125158",California Ave / Concord St (WB),Salt Lake City,Salt Lake,"125158","125158",40.74054100,-111.92739700,"5","22","513, 9",Bus,"84104",5.20000000,22.12000000
-111.875584,40.760837,"1117","126064",400 S / 550 E (WB) for Trolley Stn,Salt Lake City,Salt Lake,"126064","126064",40.76083700,-111.87558400,"19","12","4, 455",Bus,"84102",19.23000000,12.11000000
-112.000156,41.088404,"61","101104",Main St @ 1986 N    (Layton),Layton,Davis,"101104","101104",41.08840400,-112.00015600,"8","9","470",Bus,"84041",7.79000000,9.48000000
-111.941355,41.0544310000001,"69","101125",Fairfield Rd @ 389 S,Layton,Davis,"101125","101125",41.05443100,-111.94135500,"1","1","627",Bus,"84041",1.30000000,1.32000000
-111.935785,41.030803,"550","104038",Main St @ 220 S,Kaysville,Davis,"104038","104038",41.03080300,-111.93578500,"0","0","470",Bus,"84037",0.00000000,0.26000000
-112.005934,40.776669,"299","101655",Wright Brothers Dr @ 359 N,Salt Lake City,Salt Lake,"101655","101655",40.77666900,-112.00593400,"0","0","551",Bus,"84116",0.00000000,0.00000000
-112.007404,40.6341410000001,"340","101774",Cougar Ln @ 6452 S,West Jordan,Salt Lake,"101774","101774",40.63414100,-112.00740400,"0","2","248, 62",Bus,"84081",0.00000000,2.11000000
-111.948539,40.6876580000001,"401","101939",2200 W @ 3874 S,West Valley City,Salt Lake,"101939","101939",40.68765800,-111.94853900,"5","2","39",Bus,"84119",4.94000000,1.58000000
-111.91672,40.78058,"478","102109",900 W / 500 N (NB),Salt Lake City,Salt Lake,"102109","102109",40.78058000,-111.91672000,"4","6","1",Bus,"84116",3.64000000,5.79000000
-111.93138,40.7825300000001,"495","102126",600 N / 1400 W (WB),Salt Lake City,Salt Lake,"102126","102126",40.78253000,-111.93138000,"3","6","205",Bus,"84116",3.12000000,6.32000000
-111.883367,40.9744380000001,"587","107004",200 E @ 350 S,Farmington,Davis,"107004","107004",40.97443800,-111.88336700,"0","0","455, 470",Bus,"84025",0.00000000,0.26000000
-111.878896,40.916948,"707","109184",Main St @ 75 S,Centerville,Davis,"109184","109184",40.91694800,-111.87889600,"1","2","470",Bus,"84014",1.04000000,1.84000000
-111.873238,40.878747,"711","109211",Orchard Dr @ 1085 S,Bountiful,Davis,"109211","109211",40.87874700,-111.87323800,"2","1","455",Bus,"84010",1.71000000,1.36000000
-111.872271,40.884125,"713","109214",Orchard Dr @ 505 S,Bountiful,Davis,"109214","109214",40.88412500,-111.87227100,"1","3","455",Bus,"84010",1.07000000,3.35000000
-111.890477,40.7714280000001,"824","117002",North Temple / Main St (EB),Salt Lake City,Salt Lake,"117002","117002",40.77142800,-111.89047700,"13","8","200, 223, 451, 455, 470, 472, 473",Bus,"84150",13.25000000,8.43000000
-111.948838,40.587855,"2906","172232",9000 S @ 2240 W,West Jordan,Salt Lake,"172232","172232",40.58785500,-111.94883800,"0","0",F590,Flex Bus,"84088",0.00000000,0.00000000
-111.909575,40.587629,"2907","172233",9000 S @ 675 W,Sandy,Salt Lake,"172233","172233",40.58762900,-111.90957500,"0","0",F590,Flex Bus,"84070",0.00000000,0.00000000
-111.945619,40.587861,"2905","172231",9000 S @ 2046 W,West Jordan,Salt Lake,"172231","172231",40.58786100,-111.94561900,"0","0",F590,Flex Bus,"84088",0.00000000,0.00000000
-111.88283,40.769257,"491","102122",South Temple / 300 E / B St (EB),Salt Lake City,Salt Lake,"102122","102122",40.76926700,-111.88279100,"27","7","1, 209",Bus,"84111",27.28000000,6.85000000
-111.939047,40.708108,"176","101333",Redwood Rd @ 2910 S,West Valley City,Salt Lake,"101333","101333",40.70810800,-111.93904700,"4","3","217",Bus,"84119",4.42000000,3.42000000
-111.872477,40.8825140000001,"714","109216",Orchard Dr @ 650 S,Bountiful,Davis,"109216","109216",40.88251400,-111.87247700,"4","1","455",Bus,"84010",3.63000000,1.28000000
-111.873032,40.8803810000001,"715","109217",Orchard Dr @ 900 S,Bountiful,Davis,"109217","109217",40.88038100,-111.87303200,"4","2","455",Bus,"84010",4.27000000,2.28000000
-111.997711,41.085605,"34","101051",Main St @ 1711 N,Layton,Davis,"101051","101051",41.08560500,-111.99771100,"2","1","470",Bus,"84041",1.56000000,1.05000000
-111.845259,40.750637,"163","101294",Greenwood Ter / Sunnyside Ave (NB),Salt Lake City,Salt Lake,"101294","101294",40.75063700,-111.84525900,"1","6","17, 9",Bus,"84105",1.04000000,5.79000000
-112.016399,40.776242,"295","101651",Amelia Earhart Dr @ 5191 W,Salt Lake City,Salt Lake,"101651","101651",40.77624200,-112.01639900,"0","0","551",Bus,"84116",0.00000000,0.00000000
-111.872674,40.926162,"666","109050",400 E @ 738 N,Centerville,Davis,"109050","109050",40.92616200,-111.87267400,"0","2","455",Bus,"84014",0.36000000,1.78000000
-111.973341,41.0849440000001,"7","101012",Hill Field Rd @ 1748 N,Layton,Davis,"101012","101012",41.08494400,-111.97334100,"1","1","627, 640",Bus,"84041",1.30000000,1.05000000
-111.970055,41.0746350000001,"13","101023",Gordon Ave @ 222 W,Layton,Davis,"101023","101023",41.07463500,-111.97005500,"0","0","627",Bus,"84041",0.00000000,0.00000000
-111.954485,41.0744720000001,"17","101027",Gordon Ave @ 570 E,Layton,Davis,"101027","101027",41.07447200,-111.95448500,"0","0","627",Bus,"84041",0.00000000,0.00000000
-111.950307,41.073115,"18","101029",Fairfield Rd @ 915 N,Layton,Davis,"101029","101029",41.07311500,-111.95030700,"2","3","627",Bus,"84041",1.56000000,3.42000000
-111.942801,41.0409280000001,"25","101036",Main St @ 450 N,Kaysville,Davis,"101036","101036",41.04092800,-111.94280100,"11","3","470",Bus,"84037",10.91000000,3.16000000
-112.000243,41.0880940000001,"33","101050",Main St @ 1969 N,Layton,Davis,"101050","101050",41.08809400,-112.00024300,"5","3","470",Bus,"84041",4.68000000,3.42000000
-112.006284,40.7812240000001,"298","101654",Harold Gatty Dr @ 4819 W,Salt Lake City,Salt Lake,"101654","101654",40.78122400,-112.00628400,"0","0","551",Bus,"84116",0.00000000,0.00000000
-111.865239,40.76773,"158","101286",900 E / 100 S (NB),Salt Lake City,Salt Lake,"101286","101286",40.76773000,-111.86523900,"4","12","209",Bus,"84102",3.64000000,12.38000000
-112.027993,40.653177,"269","101552",5400 S / Rocky Ridge Rd (WB),West Valley City,Salt Lake,"101552","101552",40.65317700,-112.02799300,"0","2","54",Bus,"84118",0.00000000,1.58000000
-111.936631,40.6380110000001,"325","101737",6200 S @ 1611 W,Taylorsville,Salt Lake,"101737","101737",40.63801100,-111.93663100,"2","5","62",Bus,"84123",1.82000000,5.27000000
-112.005485,40.6506640000001,"338","101771",Cougar Ln @ 5535 S,Kearns,Salt Lake,"101771","101771",40.65066400,-112.00548500,"9","3","248",Bus,"84118",9.24000000,3.28000000
-112.006733,40.636463,"339","101773",Cougar Ln @ 6307 S,West Jordan,Salt Lake,"101773","101773",40.63646300,-112.00673300,"1","0","248, 62",Bus,"84118",0.78000000,0.26000000
-112.007117,40.6288040000001,"175","101323",4800 W @ 6735 S,West Jordan,Salt Lake,"101323","101323",40.62880400,-112.00711700,"0","0","248, 62",Bus,"84081",0.00000000,0.00000000
